"choice","probWin","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"[""known"",""unknown"",""unknown"",""known""]","[50,30,40,45]","[27246,20263,24447,5788]","ellsberg-task","110","1513864","0.0-108.0","20739","low"
