"choice","probWin","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"[""unknown"",""known"",""known"",""known""]","[50,70,60,55]","[25679,9165,4887,4925]","ellsberg-task","110","867595","0.0-108.0","20178","high"
