"choice","probWin","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"[""known"",""known"",""unknown"",""known""]","[50,30,20,25]","[5528,4500,37365,159202]","ellsberg-task","116","1524280","0.0-108.0","21525","high"
