"choice","probWin","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"[""known"",""known"",""unknown"",""known""]","[50,30,20,25]","[59328,34186,17134,21573]","ellsberg-task","110","1917523","0.0-108.0","20481","high"
