"choice","probWin","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"[""unknown"",""known"",""unknown"",""known""]","[50,70,60,65]","[5991,4802,3279,2310]","ellsberg-task","113","729700","0.0-108.0","20223","low"
