"choice","probWin","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"[""unknown"",""known"",""known"",""known""]","[50,70,60,55]","[16004,5125,2004,1656]","ellsberg-task","110","594054","0.0-108.0","20605","high"
