"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"56726","6","0","3","5","6","3","3","0","1","1","red-103","7,0,8,9,5,4,2,1,6,3","safe","red","right","survey-likert","114","467498","0.0-4.0-0.0","9","high"
"20108","3","3","3","3","3","3","3","3","3","3","blue-61","7,0,8,9,5,4,2,1,6,3","risky","blue","left","survey-likert","115","489611","0.0-4.0-0.1","9","high"
