"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"145146","4","1","4","4","2","1","2","2","2","2","red-212","2,7,0,1,5,9,4,3,6,8","risky","red","left","survey-likert","114","1002315","0.0-4.0-0.0","64","low"
"48714","2","2","2","1","4","3","2","2","2","3","blue-120","2,7,0,1,5,9,4,3,6,8","safe","blue","right","survey-likert","115","1053034","0.0-4.0-0.1","64","low"
