"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"89650","1","5","6","1","5","6","6","2","6","1","red-141","3,6,8,0,5,4,7,2,9,1","safe","red","left","survey-likert","117","644764","0.0-4.0-0.0","71","low"
"69515","6","1","5","5","2","1","1","5","2","6","blue-147","3,6,8,0,5,4,7,2,9,1","risky","blue","right","survey-likert","118","716263","0.0-4.0-0.1","71","low"
