"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"62333","3","4","3","5","4","2","4","2","3","4","blue-159","9,7,4,3,8,0,6,1,2,5","risky","blue","right","survey-likert","117","598066","0.0-4.0-0.0","80","low"
"36667","6","5","5","4","4","2","6","1","1","5","red-48","9,7,4,3,8,0,6,1,2,5","safe","red","left","survey-likert","118","636738","0.0-4.0-0.1","80","low"
