"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"79053","4","4","5","5","1","5","2","1","0","1","red-200","7,2,6,4,3,9,0,5,8,1","safe","red","right","survey-likert","114","474854","0.0-4.0-0.0","24","low"
"37523","2","6","1","1","5","1","6","1","0","5","blue-120","7,2,6,4,3,9,0,5,8,1","risky","blue","left","survey-likert","115","514383","0.0-4.0-0.1","24","low"
