"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"77806","1","4","2","1","1","6","6","0","6","1","red-122","4,0,9,7,5,2,3,8,1,6","risky","red","left","survey-likert","126","737982","0.0-4.0-0.0","4","low"
"57794","5","2","5","5","4","3","3","5","1","6","blue-43","4,0,9,7,5,2,3,8,1,6","safe","blue","right","survey-likert","127","797762","0.0-4.0-0.1","4","low"
