"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"132299","0","0","5","0","0","6","0","0","6","6","blue-219","6,8,3,9,4,1,7,5,2,0","risky","blue","right","survey-likert","120","1007866","0.0-4.0-0.0","79","high"
"51038","2","3","5","4","2","4","1","1","3","3","red-80","6,8,3,9,4,1,7,5,2,0","safe","red","left","survey-likert","121","1060910","0.0-4.0-0.1","79","high"
