"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"53629","4","2","4","1","4","3","2","4","4","4","blue-156","4,7,2,8,3,1,5,0,6,9","safe","blue","left","survey-likert","117","783845","0.0-4.0-0.0","54","high"
"27556","4","4","1","2","3","2","4","2","4","3","red-107","4,7,2,8,3,1,5,0,6,9","risky","red","right","survey-likert","118","813405","0.0-4.0-0.1","54","high"
