"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"78805","2","1","5","3","2","2","5","5","1","5","blue-19","7,4,1,5,6,8,2,3,9,0","risky","blue","left","survey-likert","117","593765","0.0-4.0-0.0","18","low"
"34204","5","5","1","5","5","3","2","2","5","3","red-95","7,4,1,5,6,8,2,3,9,0","safe","red","right","survey-likert","118","629974","0.0-4.0-0.1","18","low"
