"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"44378","5","5","1","1","6","1","6","4","0","1","blue-160","5,4,3,8,6,0,7,9,2,1","safe","blue","right","survey-likert","117","497038","0.0-4.0-0.0","27","low"
"37466","0","0","1","3","2","5","4","2","5","5","red-30","5,4,3,8,6,0,7,9,2,1","risky","red","left","survey-likert","118","536510","0.0-4.0-0.1","27","low"
