"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"112045","1","1","1","1","1","1","4","6","5","1","red-213","3,1,8,2,4,5,7,9,0,6","safe","red","left","survey-likert","117","586203","0.0-4.0-0.0","47","low"
"46193","6","6","1","6","1","1","1","3","6","1","blue-96","3,1,8,2,4,5,7,9,0,6","risky","blue","right","survey-likert","118","634403","0.0-4.0-0.1","47","low"
