"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"59001","2","4","5","3","3","5","4","5","3","5","blue-188","7,8,2,5,6,1,9,3,4,0","risky","blue","right","survey-likert","117","760111","0.0-4.0-0.0","81","low"
"27859","6","5","2","5","5","2","5","3","4","2","red-58","7,8,2,5,6,1,9,3,4,0","safe","red","left","survey-likert","118","789976","0.0-4.0-0.1","81","low"
