"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"84612","5","1","1","1","6","5","4","4","4","6","red-193","4,1,3,2,5,8,0,6,9,7","safe","red","left","survey-likert","120","889800","0.0-4.0-0.0","42","low"
"49649","1","5","5","5","4","5","5","2","4","1","blue-9","4,1,3,2,5,8,0,6,9,7","risky","blue","right","survey-likert","121","941453","0.0-4.0-0.1","42","low"
