"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"55551","5","5","2","4","6","2","6","1","2","4","blue-165","9,3,5,6,8,1,0,4,7,2","safe","blue","left","survey-likert","117","529580","0.0-4.0-0.0","5","high"
"40533","5","4","3","4","6","1","5","4","3","3","red-34","9,3,5,6,8,1,0,4,7,2","risky","red","right","survey-likert","118","572118","0.0-4.0-0.1","5","high"
