"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"130819","2","3","3","4","4","2","3","2","2","4","blue-133","4,8,3,0,1,6,9,2,5,7","risky","blue","left","survey-likert","114","563536","0.0-4.0-0.0","49","low"
"62510","4","2","2","3","1","2","2","1","2","4","red-138","4,8,3,0,1,6,9,2,5,7","safe","red","right","survey-likert","115","628051","0.0-4.0-0.1","49","low"
