"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"68659","5","1","3","1","5","5","5","5","4","2","red-181","6,0,2,8,9,5,4,7,3,1","safe","red","left","survey-likert","117","737651","0.0-4.0-0.0","67","low"
"38430","1","5","3","4","1","1","1","1","6","6","blue-167","6,0,2,8,9,5,4,7,3,1","risky","blue","right","survey-likert","118","778087","0.0-4.0-0.1","67","low"
