"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"67386","5","6","6","6","2","1","2","1","5","5","red-121","7,9,6,4,0,3,2,8,1,5","safe","red","right","survey-likert","114","642099","0.0-4.0-0.0","73","high"
"61824","1","1","1","1","4","3","4","1","5","3","blue-80","7,9,6,4,0,3,2,8,1,5","risky","blue","left","survey-likert","115","705928","0.0-4.0-0.1","73","high"
