"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"106815","5","4","5","6","2","3","1","1","1","5","blue-133","4,3,1,0,5,9,8,6,7,2","risky","blue","right","survey-likert","117","811981","0.0-4.0-0.0","85","low"
"74354","6","5","1","5","4","5","1","4","4","4","red-51","4,3,1,0,5,9,8,6,7,2","safe","red","left","survey-likert","118","888341","0.0-4.0-0.1","85","low"
