"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"94859","3","4","2","5","4","2","3","4","4","4","blue-51","5,0,7,3,2,1,8,6,4,9","safe","blue","left","survey-likert","123","990092","0.0-4.0-0.0","56","high"
"41562","4","2","4","4","3","3","4","4","4","4","red-59","5,0,7,3,2,1,8,6,4,9","risky","red","right","survey-likert","124","1033660","0.0-4.0-0.1","56","high"
