"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"212119","1","1","1","5","0","5","5","3","3","3","red-119","9,0,1,4,8,7,5,3,2,6","safe","red","left","survey-likert","114","728145","0.0-4.0-0.0","2","low"
"85621","1","5","5","0","0","4","1","3","4","3","blue-133","9,0,1,4,8,7,5,3,2,6","risky","blue","right","survey-likert","115","815773","0.0-4.0-0.1","2","low"
