"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"107731","4","3","5","5","6","3","4","2","2","4","red-130","2,3,6,4,9,5,1,8,7,0","safe","red","left","survey-likert","126","882116","0.0-4.0-0.0","33","high"
"41287","3","6","5","5","6","4","3","2","2","5","blue-216","2,3,6,4,9,5,1,8,7,0","risky","blue","right","survey-likert","127","925409","0.0-4.0-0.1","33","high"
