"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"48692","5","4","2","4","5","5","6","5","5","6","blue-201","1,5,8,7,2,4,9,6,3,0","safe","blue","left","survey-likert","120","953705","0.0-4.0-0.0","63","high"
"41083","3","3","3","4","4","4","5","5","6","6","red-140","1,5,8,7,2,4,9,6,3,0","risky","red","right","survey-likert","121","996793","0.0-4.0-0.1","63","high"
