"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"66272","5","4","1","2","4","0","0","1","4","3","blue-101","3,0,6,5,1,7,4,9,2,8","risky","blue","right","survey-likert","114","753167","0.0-4.0-0.0","87","high"
"37957","1","2","4","3","2","4","2","4","2","4","red-113","3,0,6,5,1,7,4,9,2,8","safe","red","left","survey-likert","115","793130","0.0-4.0-0.1","87","high"
