"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"52285","5","5","4","4","4","2","3","4","4","4","blue-48","7,6,4,9,2,5,1,8,0,3","risky","blue","right","survey-likert","114","706571","0.0-4.0-0.0","14","high"
"44674","3","4","4","4","4","4","4","4","4","4","red-112","7,6,4,9,2,5,1,8,0,3","safe","red","left","survey-likert","115","753250","0.0-4.0-0.1","14","high"
