"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"96297","2","1","3","0","5","1","6","3","2","6","blue-208","4,9,3,5,1,8,0,7,6,2","risky","blue","right","survey-likert","117","891735","0.0-4.0-0.0","99","low"
"45505","6","6","2","5","0","5","0","3","5","1","red-143","4,9,3,5,1,8,0,7,6,2","safe","red","left","survey-likert","118","939246","0.0-4.0-0.1","99","low"
