"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"106409","6","0","6","0","1","1","6","0","6","6","blue-199","8,2,6,0,5,3,4,1,7,9","safe","blue","right","survey-likert","117","603804","0.0-4.0-0.0","6","low"
"80534","0","6","1","6","1","6","1","6","1","1","red-169","8,2,6,0,5,3,4,1,7,9","risky","red","left","survey-likert","118","686343","0.0-4.0-0.1","6","low"
