"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"69578","1","3","1","5","5","2","2","5","4","2","blue-9","9,7,8,1,0,6,2,3,5,4","risky","blue","left","survey-likert","114","481923","0.0-4.0-0.0","29","high"
"49082","6","6","5","1","2","5","4","4","5","2","red-57","9,7,8,1,0,6,2,3,5,4","safe","red","right","survey-likert","115","533011","0.0-4.0-0.1","29","high"
