"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"90631","5","1","5","5","5","1","5","5","1","5","red-16","4,2,6,9,3,0,7,8,1,5","safe","red","right","survey-likert","120","1173274","0.0-4.0-0.0","104","high"
"85433","2","4","2","3","4","4","4","4","4","2","blue-207","4,2,6,9,3,0,7,8,1,5","risky","blue","left","survey-likert","121","1260713","0.0-4.0-0.1","104","high"
