"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"158357","4","0","4","5","2","4","6","5","4","5","red-107","6,1,3,9,5,2,7,8,0,4","safe","red","right","survey-likert","114","1127808","0.0-4.0-0.0","1","low"
"45009","1","5","6","4","3","5","1","5","5","1","blue-12","6,1,3,9,5,2,7,8,0,4","risky","blue","left","survey-likert","115","1174821","0.0-4.0-0.1","1","low"
