"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"56316","2","4","3","3","4","4","3","4","2","4","blue-99","9,3,5,8,7,2,1,0,4,6","safe","blue","right","survey-likert","117","712623","0.0-4.0-0.0","100","low"
"34546","2","5","3","3","3","4","4","4","1","3","red-139","9,3,5,8,7,2,1,0,4,6","risky","red","left","survey-likert","118","749174","0.0-4.0-0.1","100","low"
