"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"42253","1","0","6","0","6","0","4","0","6","6","red-17","0,2,4,3,9,8,7,1,5,6","safe","red","right","survey-likert","123","604537","0.0-4.0-0.0","72","low"
"51878","6","3","1","2","2","1","2","5","3","1","blue-125","0,2,4,3,9,8,7,1,5,6","risky","blue","left","survey-likert","124","658420","0.0-4.0-0.1","72","low"
