"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"86217","1","4","6","0","2","4","2","6","4","6","red-124","0,3,4,1,9,8,2,6,7,5","safe","red","left","survey-likert","117","1304632","0.0-4.0-0.0","112","high"
"48705","6","4","0","6","1","0","5","1","3","3","blue-98","0,3,4,1,9,8,2,6,7,5","risky","blue","right","survey-likert","118","1355342","0.0-4.0-0.1","112","high"
