"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"73267","2","0","5","5","4","0","4","0","6","0","blue-201","3,8,6,4,5,1,7,2,9,0","safe","blue","right","survey-likert","117","622976","0.0-4.0-0.0","52","high"
"36470","4","0","6","5","5","2","4","0","6","1","red-157","3,8,6,4,5,1,7,2,9,0","risky","red","left","survey-likert","118","661452","0.0-4.0-0.1","52","high"
