"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"35168","3","4","1","4","6","3","3","3","2","3","blue-140","6,4,1,7,9,0,3,8,5,2","safe","blue","right","survey-likert","114","433859","0.0-4.0-0.0","25","high"
"26435","2","1","1","1","2","6","5","3","1","6","red-82","6,4,1,7,9,0,3,8,5,2","risky","red","left","survey-likert","115","462300","0.0-4.0-0.1","25","high"
