"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"86547","5","6","0","5","5","1","5","3","4","4","blue-186","4,3,1,2,9,0,5,8,7,6","safe","blue","right","survey-likert","114","598404","0.0-4.0-0.0","48","low"
"52264","0","6","6","4","2","5","2","3","3","2","red-132","4,3,1,2,9,0,5,8,7,6","risky","red","left","survey-likert","115","652675","0.0-4.0-0.1","48","low"
