"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"74066","0","4","0","0","4","3","4","4","4","4","red-197","6,0,9,4,8,7,5,1,3,2","risky","red","left","survey-likert","132","924566","0.0-4.0-0.0","88","high"
"49372","0","4","3","1","3","4","4","4","2","3","blue-204","6,0,9,4,8,7,5,1,3,2","safe","blue","right","survey-likert","133","975943","0.0-4.0-0.1","88","high"
