"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"45504","2","3","5","5","4","4","6","5","1","5","red-99","6,7,8,0,9,5,2,1,4,3","risky","red","right","survey-likert","117","553239","0.0-4.0-0.0","23","high"
"27907","4","3","4","5","4","5","6","5","4","5","blue-197","6,7,8,0,9,5,2,1,4,3","safe","blue","left","survey-likert","118","583150","0.0-4.0-0.1","23","high"
