"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"65919","0","0","6","0","6","6","0","6","0","0","blue-30","1,2,4,0,5,6,9,7,3,8","safe","blue","left","survey-likert","114","779078","0.0-4.0-0.0","94","low"
"43292","6","6","0","6","3","1","1","3","6","4","red-105","1,2,4,0,5,6,9,7,3,8","risky","red","right","survey-likert","115","824376","0.0-4.0-0.1","94","low"
