"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"68685","1","6","0","6","6","6","1","1","0","2","red-45","2,6,8,7,4,5,0,3,1,9","safe","red","right","survey-likert","114","687753","0.0-4.0-0.0","68","high"
"45942","6","3","3","2","1","2","6","6","5","5","blue-41","2,6,8,7,4,5,0,3,1,9","risky","blue","left","survey-likert","115","735701","0.0-4.0-0.1","68","high"
