"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"80573","2","5","4","4","3","2","4","5","3","2","blue-53","2,5,8,7,6,0,9,3,4,1","risky","blue","right","survey-likert","117","521893","0.0-4.0-0.0","46","low"
"38843","1","5","5","5","4","0","5","1","5","1","red-15","2,5,8,7,6,0,9,3,4,1","safe","red","left","survey-likert","118","562741","0.0-4.0-0.1","46","low"
