"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"117655","4","2","5","2","6","1","4","5","4","0","blue-23","9,2,5,6,0,1,4,3,7,8","risky","blue","right","survey-likert","114","856800","0.0-4.0-0.0","66","low"
"67491","5","2","5","5","1","1","4","6","5","0","red-11","9,2,5,6,0,1,4,3,7,8","safe","red","left","survey-likert","115","926297","0.0-4.0-0.1","66","low"
