"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"34653","2","5","3","3","5","5","3","3","4","2","blue-65","4,2,9,8,1,0,5,7,3,6","risky","blue","left","survey-likert","117","511976","0.0-4.0-0.0","118","high"
"25817","5","2","5","4","2","3","3","5","4","4","red-86","4,2,9,8,1,0,5,7,3,6","safe","red","right","survey-likert","118","539799","0.0-4.0-0.1","118","high"
