"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"49166","5","5","5","3","3","5","5","2","2","4","blue-61","3,1,2,6,5,0,7,8,9,4","safe","blue","left","survey-likert","117","629965","0.0-4.0-0.0","55","high"
"31842","5","5","5","2","2","6","3","3","3","4","red-185","3,1,2,6,5,0,7,8,9,4","risky","red","right","survey-likert","118","663812","0.0-4.0-0.1","55","high"
