"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"63564","4","2","5","4","1","3","4","4","6","5","red-39","6,7,5,9,1,2,4,8,0,3","risky","red","right","survey-likert","114","682928","0.0-4.0-0.0","109","high"
"48236","4","3","4","4","5","4","3","5","4","4","blue-145","6,7,5,9,1,2,4,8,0,3","safe","blue","left","survey-likert","115","733170","0.0-4.0-0.1","109","high"
