"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"152262","1","1","0","6","5","6","6","0","0","0","blue-200","8,5,9,3,2,0,1,6,7,4","risky","blue","right","survey-likert","114","778395","0.0-4.0-0.0","38","low"
"53270","5","5","5","1","1","1","0","5","5","5","red-113","8,5,9,3,2,0,1,6,7,4","safe","red","left","survey-likert","115","833671","0.0-4.0-0.1","38","low"
