"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"126772","4","6","2","3","1","3","3","2","4","4","blue-53","6,8,4,3,1,7,0,5,9,2","safe","blue","right","survey-likert","114","688111","0.0-4.0-0.0","57","low"
"59889","1","1","1","1","5","2","6","1","3","1","red-65","6,8,4,3,1,7,0,5,9,2","risky","red","left","survey-likert","115","750006","0.0-4.0-0.1","57","low"
