"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"57144","2","2","0","6","1","5","1","1","2","2","red-124","3,2,8,0,5,1,6,4,7,9","risky","red","right","survey-likert","114","574573","0.0-4.0-0.0","108","high"
"40396","4","3","1","5","1","5","2","2","2","2","blue-132","3,2,8,0,5,1,6,4,7,9","safe","blue","left","survey-likert","115","616975","0.0-4.0-0.1","108","high"
