"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"56864","2","2","4","4","4","4","4","1","4","4","red-43","2,4,3,7,9,1,6,8,5,0","safe","red","left","survey-likert","114","590015","0.0-4.0-0.0","86","low"
"34983","4","4","4","4","4","2","4","1","4","4","blue-166","2,4,3,7,9,1,6,8,5,0","risky","blue","right","survey-likert","115","627003","0.0-4.0-0.1","86","low"
