"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"63041","1","0","0","5","3","1","1","5","5","1","blue-1","5,6,7,1,3,4,8,0,2,9","risky","blue","right","survey-likert","114","500597","0.0-4.0-0.0","61","low"
"42811","3","4","4","1","3","4","2","2","2","2","red-201","5,6,7,1,3,4,8,0,2,9","safe","red","left","survey-likert","115","545414","0.0-4.0-0.1","61","low"
