"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"41691","1","0","5","2","5","2","5","5","2","2","blue-17","6,7,2,9,1,5,0,3,8,4","risky","blue","left","survey-likert","114","491479","0.0-4.0-0.0","8","low"
"43842","6","6","1","6","1","5","3","3","1","5","red-72","6,7,2,9,1,5,0,3,8,4","safe","red","right","survey-likert","115","537328","0.0-4.0-0.1","8","low"
