"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"61679","5","5","5","5","4","4","3","3","3","1","red-66","5,7,9,4,6,8,2,1,3,0","safe","red","left","survey-likert","114","523270","0.0-4.0-0.0","26","low"
"46957","5","4","3","3","2","4","4","5","4","5","blue-101","5,7,9,4,6,8,2,1,3,0","risky","blue","right","survey-likert","115","572232","0.0-4.0-0.1","26","low"
