"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"118123","0","0","6","0","5","6","1","1","1","6","red-118","8,6,0,4,1,3,9,7,5,2","safe","red","right","survey-likert","123","950685","0.0-4.0-0.0","89","low"
"46267","0","0","6","0","6","6","1","1","0","6","blue-209","8,6,0,4,1,3,9,7,5,2","risky","blue","left","survey-likert","124","998957","0.0-4.0-0.1","89","low"
