"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"66964","2","4","4","2","5","4","2","4","3","1","red-16","9,3,7,1,0,5,6,2,4,8","safe","red","right","survey-likert","123","599909","0.0-4.0-0.0","3","high"
"39248","5","1","0","2","2","2","4","2","4","1","blue-149","9,3,7,1,0,5,6,2,4,8","risky","blue","left","survey-likert","124","641163","0.0-4.0-0.1","3","high"
