"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"58743","1","5","1","1","6","0","6","6","1","6","blue-106","2,5,3,8,4,1,9,7,0,6","safe","blue","right","survey-likert","114","696205","0.0-4.0-0.0","115","high"
"35059","5","1","6","3","0","6","2","1","6","1","red-62","2,5,3,8,4,1,9,7,0,6","risky","red","left","survey-likert","115","733269","0.0-4.0-0.1","115","high"
