"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"54220","6","0","6","0","6","6","6","0","1","1","red-16","5,3,6,2,9,4,7,1,0,8","safe","red","left","survey-likert","117","682472","0.0-4.0-0.0","39","high"
"30474","2","5","2","6","1","1","1","6","6","2","blue-125","5,3,6,2,9,4,7,1,0,8","risky","blue","right","survey-likert","118","714952","0.0-4.0-0.1","39","high"
