"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"104511","1","1","0","5","0","6","1","5","5","6","red-64","0,3,8,6,1,5,2,9,7,4","safe","red","right","survey-likert","117","948088","0.0-4.0-0.0","90","high"
"48112","6","6","0","1","6","1","5","1","1","4","blue-119","0,3,8,6,1,5,2,9,7,4","risky","blue","left","survey-likert","118","998205","0.0-4.0-0.1","90","high"
