"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"75231","6","0","6","0","6","6","0","0","4","3","red-125","2,7,0,6,1,3,4,9,5,8","risky","red","left","survey-likert","132","952630","0.0-4.0-0.0","77","low"
"53017","2","5","2","4","1","2","3","4","4","3","blue-83","2,7,0,6,1,3,4,9,5,8","safe","blue","right","survey-likert","133","1007651","0.0-4.0-0.1","77","low"
