"rt","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","stimulus","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"68793","4","5","6","1","5","5","3","5","1","1","red-179","8,4,7,0,5,9,3,6,1,2","safe","red","right","survey-likert","114","744450","0.0-4.0-0.0","117","high"
"37856","4","1","2","5","1","2","3","1","5","5","blue-67","8,4,7,0,5,9,3,6,1,2","risky","blue","left","survey-likert","115","784312","0.0-4.0-0.1","117","high"
